Job Title,Salary Minimum,Salary Maximum,Salary Average,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Converted Salary,City,State,Company Age (years),Title Grouping,Seniority Level,Average Hourly Rate
Customs Compliance Analyst,39 ,69,51933 ,3.6,Primark - US,"Boston, MA",10000+ Employees,1969.0,Subsidiary or Business Segment,"Department, Clothing & Shoe Stores",Retail & Wholesale,$2 to $5 billion (USD),51933 ,Boston,MA,53.0,analyst,na,0
REMOTE Data Analyst,130 ,150,140000 ,4.1,CyberCoders,"Los Angeles, CA",201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),140000 ,Los Angeles,CA,23.0,analyst,na,0
Data Reporting Analyst,65 ,85,75000 ,4.4,iTalent Digital,Remote,201 to 500 Employees,2005.0,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,75000 ,Remote,Remote,17.0,analyst,na,0
Data analyst Level 1,35.00 ,42.00,38.50 ,,"Computer Enterprises, Inc. (CEI)","Cincinnati, OH",Unknown,,Company - Public,,,Unknown / Non-Applicable,79040,Cincinnati,OH,,analyst,na,0
Saybrus Partners- Data Reporting Analyst,50 ,60,54815 ,3.5,Saybrus Partners,Remote,51 to 200 Employees,2010.0,Company - Private,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),54815 ,Remote,Remote,12.0,analyst,na,0
Staff Cybersecurity Analyst (Remote),120 ,210,165000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),165000 ,Atlanta,GA,44.0,analyst,na,0
REMOTE Data Analyst,130 ,150,140000 ,4.1,CyberCoders,"Los Angeles, CA",201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),140000 ,Los Angeles,CA,23.0,analyst,na,0
Data Analyst,50.00 ,60.00,55.00 ,,Insight Global,"San Francisco, CA",,,,,,,114400,San Francisco,CA,,analyst,na,0
"Remote - Test Data Analyst (SQL queries, ALM, Excel)",50.00 ,55.00,52.50 ,,Compest Solutions Inc,Remote,,,,,,,108160,Remote,Remote,,analyst,na,0
Data Analyst,50.00 ,60.00,55.00 ,,Insight Global,"San Francisco, CA",,,,,,,114400,San Francisco,CA,,analyst,na,0
Data Analyst needed! Start ASAP!,55 ,65,60000 ,4.1,Noor Staffing Group,"New York, NY",51 to 200 Employees,2015.0,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,60000 ,New York,NY,7.0,analyst,na,0
Data Reporting Analyst,65 ,85,75000 ,4.4,iTalent Digital,Remote,201 to 500 Employees,2005.0,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,75000 ,Remote,Remote,17.0,analyst,na,0
Data analyst Level 1,35.00 ,42.00,38.50 ,,"Computer Enterprises, Inc. (CEI)","Cincinnati, OH",Unknown,,Company - Public,,,Unknown / Non-Applicable,79040,Cincinnati,OH,,analyst,na,0
Data Analyst,20.00 ,20.00,20.00 ,,Noble Light Solutions LLC,Remote,,,,,,,41600,Remote,Remote,,analyst,na,0
Data Analyst,80 ,95,87500 ,,Montaro,Remote,,,,,,,87500 ,Remote,Remote,,analyst,na,0
Data Analyst + Apprentice (Entry-Level),35 ,45,40000 ,3.3,New Apprenticeship,"Raleigh, NC",1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,40000 ,Raleigh,NC,,analyst,na,0
Data Consultant,41 ,66,53774 ,,NC Rate Bureau,"Raleigh, NC",,,,,,,53774 ,Raleigh,NC,,Unbinned,na,0
"Analyst, Product Research, Telematics & Mobility Data Products",62 ,100,81200 ,3.9,Liberty Mutual Insurance,Remote,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),81200 ,Remote,Remote,110.0,analyst,na,0
Data Analyst,97 ,135,116000 ,3.6,KEYENCE,"Itasca, IL",5001 to 10000 Employees,1974.0,Company - Public,Machinery Manufacturing,Manufacturing,$5 to $10 million (USD),116000 ,Itasca,IL,48.0,analyst,na,0
Retail Floor Plan Analyst Planograms,25.00 ,27.00,26.00 ,3.8,Bay State Search,Remote,501 to 1000 Employees,2002.0,Company - Private,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),54080,Remote,Remote,20.0,analyst,na,0
Administrative Assistant / Data Analyst Supporting the DEA,20.58 ,20.58,20.58 ,3.3,FSA Federal,"Cincinnati, OH",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),41600,Cincinnati,OH,18.0,analyst,na,0
"Strategy and Data Analyst, Sustainability",79 ,164,113864 ,4.0,Uber,"San Francisco, CA",10000+ Employees,2009.0,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),113864 ,San Francisco,CA,13.0,analyst,na,0
Data Analyst Supporting the DEA,25.29 ,25.29,25.29 ,3.3,FSA Federal,"Quantico, VA",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),52000,Quantico,VA,18.0,analyst,na,0
Master Data Analyst,40.00 ,40.00,40.00 ,3.5,Kelly,"New Brunswick, NJ",5001 to 10000 Employees,1946.0,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),83200,New Brunswick,NJ,76.0,analyst,na,0
Customs Compliance Analyst,39 ,69,51933 ,3.6,Primark - US,"Boston, MA",10000+ Employees,1969.0,Subsidiary or Business Segment,"Department, Clothing & Shoe Stores",Retail & Wholesale,$2 to $5 billion (USD),51933 ,Boston,MA,53.0,analyst,na,0
Staff Cybersecurity Analyst (Remote),120 ,210,165000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),165000 ,Atlanta,GA,44.0,analyst,na,0
"Remote - Test Data Analyst (SQL queries, ALM, Excel)",50.00 ,55.00,52.50 ,,Compest Solutions Inc,Remote,,,,,,,108160,Remote,Remote,,analyst,na,0
Saybrus Partners- Data Reporting Analyst,50 ,60,54815 ,3.5,Saybrus Partners,Remote,51 to 200 Employees,2010.0,Company - Private,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),54815 ,Remote,Remote,12.0,analyst,na,0
REMOTE Data Analyst,130 ,150,140000 ,4.1,CyberCoders,"Los Angeles, CA",201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),140000 ,Los Angeles,CA,23.0,analyst,na,0
Data Reporting Analyst,65 ,85,75000 ,4.4,iTalent Digital,Remote,201 to 500 Employees,2005.0,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,75000 ,Remote,Remote,17.0,analyst,na,0
Data analyst Level 1,35.00 ,42.00,38.50 ,,"Computer Enterprises, Inc. (CEI)","Cincinnati, OH",Unknown,,Company - Public,,,Unknown / Non-Applicable,79040,Cincinnati,OH,,analyst,na,0
Data Analyst,80 ,85,82500 ,3.9,Tatum by Randstad,Remote,10000+ Employees,1960.0,Company - Public,HR Consulting,Human Resources & Staffing,$10+ billion (USD),82500 ,Remote,Remote,62.0,analyst,na,0
Data Analyst - 100% REMOTE,40.00 ,46.00,43.00 ,5.0,SGA,Remote,Unknown,,Company - Public,,,Unknown / Non-Applicable,89440,Remote,Remote,,analyst,na,0
REMOTE Data Analyst,130 ,150,140000 ,4.1,CyberCoders,"Los Angeles, CA",201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),140000 ,Los Angeles,CA,23.0,analyst,na,0
Saybrus Partners- Data Reporting Analyst,50 ,60,54815 ,3.5,Saybrus Partners,Remote,51 to 200 Employees,2010.0,Company - Private,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),54815 ,Remote,Remote,12.0,analyst,na,0
Data Analyst - SQL/Excel,68 ,139,97144 ,4.8,"Ursus, Inc.","Menlo Park, CA",51 to 200 Employees,2015.0,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),97144 ,Menlo Park,CA,7.0,analyst,na,0
Data Analyst,90 ,90,90000 ,2.7,Ultimate Health Plans Inc.,Remote,1 to 50 Employees,,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,90000 ,Remote,Remote,,analyst,na,0
Data Analyst : 320637,63.00 ,67.00,65.00 ,4.5,CorTech,"San Francisco, CA",10000+ Employees,1999.0,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),135200,San Francisco,CA,23.0,analyst,na,0
Data analyst Level 1,35.00 ,42.00,38.50 ,,"Computer Enterprises, Inc. (CEI)","Cincinnati, OH",Unknown,,Company - Public,,,Unknown / Non-Applicable,79040,Cincinnati,OH,,analyst,na,0
Junior ESG Data Analyst,38 ,78,58159 ,4.1,Glass Lewis,Georgia,51 to 200 Employees,2003.0,Company - Private,Investment & Asset Management,Financial Services,$10 to $25 million (USD),58159 ,Georgia,Georgia,19.0,analyst,junior,0
Data Analyst - 100% REMOTE,40.00 ,46.00,43.00 ,5.0,SGA,Remote,Unknown,,Company - Public,,,Unknown / Non-Applicable,89440,Remote,Remote,,analyst,na,0
Data Analyst,80 ,85,82500 ,3.9,Tatum by Randstad,Remote,10000+ Employees,1960.0,Company - Public,HR Consulting,Human Resources & Staffing,$10+ billion (USD),82500 ,Remote,Remote,62.0,analyst,na,0
Data Reporting Analyst,65 ,85,75000 ,4.4,iTalent Digital,Remote,201 to 500 Employees,2005.0,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,75000 ,Remote,Remote,17.0,analyst,na,0
Data Analyst - SQL/Excel,68 ,139,97144 ,4.8,"Ursus, Inc.","Menlo Park, CA",51 to 200 Employees,2015.0,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),97144 ,Menlo Park,CA,7.0,analyst,na,0
Data Analyst + Apprentice (Entry-Level),35 ,45,40000 ,3.3,New Apprenticeship,"Raleigh, NC",1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,40000 ,Raleigh,NC,,analyst,na,0
Data Consultant,41 ,66,53774 ,,NC Rate Bureau,"Raleigh, NC",,,,,,,53774 ,Raleigh,NC,,Unbinned,na,0
Data Consultant,41 ,66,53774 ,,NC Rate Bureau,"Raleigh, NC",,,,,,,53774 ,Raleigh,NC,,Unbinned,na,0
"Analyst, Product Research, Telematics & Mobility Data Products",62 ,100,81200 ,3.9,Liberty Mutual Insurance,Remote,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),81200 ,Remote,Remote,110.0,analyst,na,0
Data Analyst,97 ,135,116000 ,3.6,KEYENCE,"Itasca, IL",5001 to 10000 Employees,1974.0,Company - Public,Machinery Manufacturing,Manufacturing,$5 to $10 million (USD),116000 ,Itasca,IL,48.0,analyst,na,0
Retail Floor Plan Analyst Planograms,25.00 ,27.00,26.00 ,3.8,Bay State Search,Remote,501 to 1000 Employees,2002.0,Company - Private,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),54080,Remote,Remote,20.0,analyst,na,0
"Strategy and Data Analyst, Sustainability",79 ,164,113864 ,4.0,Uber,"San Francisco, CA",10000+ Employees,2009.0,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),113864 ,San Francisco,CA,13.0,analyst,na,0
Administrative Assistant / Data Analyst Supporting the DEA,20.58 ,20.58,20.58 ,3.3,FSA Federal,"Cincinnati, OH",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),41600,Cincinnati,OH,18.0,analyst,na,0
RX Google Data Analyst,120 ,120,120000 ,3.9,Talent Nexus for Lorien US (Impellam US),Remote,1001 to 5000 Employees,2008.0,Company - Public,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),120000 ,Remote,Remote,14.0,analyst,na,0
Master Data Analyst,40.00 ,40.00,40.00 ,3.5,Kelly,"New Brunswick, NJ",5001 to 10000 Employees,1946.0,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),83200,New Brunswick,NJ,76.0,analyst,na,0
Data Analyst Supporting the DEA,25.29 ,25.29,25.29 ,3.3,FSA Federal,"Quantico, VA",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),52000,Quantico,VA,18.0,analyst,na,0
Safety Data & Analytics Specialist - Remote,46 ,94,65618 ,2.6,"Trimac Transportation, Inc.","Houston, TX",1001 to 5000 Employees,1945.0,Company - Private,Shipping & Trucking,Transportation & Logistics,$500 million to $1 billion (USD),65618 ,Houston,TX,77.0,specialist,na,0
Customs Compliance Analyst,39 ,69,51933 ,3.6,Primark - US,"Boston, MA",10000+ Employees,1969.0,Subsidiary or Business Segment,"Department, Clothing & Shoe Stores",Retail & Wholesale,$2 to $5 billion (USD),51933 ,Boston,MA,53.0,analyst,na,0
Staff Cybersecurity Analyst (Remote),120 ,210,165000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),165000 ,Atlanta,GA,44.0,analyst,na,0
"Remote - Test Data Analyst (SQL queries, ALM, Excel)",50.00 ,55.00,52.50 ,,Compest Solutions Inc,Remote,,,,,,,108160,Remote,Remote,,analyst,na,0
Staff Cybersecurity Analyst (Remote),120 ,210,165000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),165000 ,Atlanta,GA,44.0,analyst,na,0
Saybrus Partners- Data Reporting Analyst,50 ,60,54815 ,3.5,Saybrus Partners,Remote,51 to 200 Employees,2010.0,Company - Private,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),54815 ,Remote,Remote,12.0,analyst,na,0
REMOTE Data Analyst,130 ,150,140000 ,4.1,CyberCoders,"Los Angeles, CA",201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),140000 ,Los Angeles,CA,23.0,analyst,na,0
Saybrus Partners- Data Reporting Analyst,50 ,60,54815 ,3.5,Saybrus Partners,Remote,51 to 200 Employees,2010.0,Company - Private,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),54815 ,Remote,Remote,12.0,analyst,na,0
Data Reporting Analyst,65 ,85,75000 ,4.4,iTalent Digital,Remote,201 to 500 Employees,2005.0,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,75000 ,Remote,Remote,17.0,analyst,na,0
Junior ESG Data Analyst,38 ,78,58159 ,4.1,Glass Lewis,Georgia,51 to 200 Employees,2003.0,Company - Private,Investment & Asset Management,Financial Services,$10 to $25 million (USD),58159 ,Georgia,Georgia,19.0,analyst,junior,0
Data Analyst : 320637,63.00 ,67.00,65.00 ,4.5,CorTech,"San Francisco, CA",10000+ Employees,1999.0,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),135200,San Francisco,CA,23.0,analyst,na,0
Data analyst Level 1,35.00 ,42.00,38.50 ,,"Computer Enterprises, Inc. (CEI)","Cincinnati, OH",Unknown,,Company - Public,,,Unknown / Non-Applicable,79040,Cincinnati,OH,,analyst,na,0
Junior ESG Data Analyst,38 ,78,58159 ,4.1,Glass Lewis,Georgia,51 to 200 Employees,2003.0,Company - Private,Investment & Asset Management,Financial Services,$10 to $25 million (USD),58159 ,Georgia,Georgia,19.0,analyst,junior,0
Data Analyst - 100% REMOTE,40.00 ,46.00,43.00 ,5.0,SGA,Remote,Unknown,,Company - Public,,,Unknown / Non-Applicable,89440,Remote,Remote,,analyst,na,0
Data Analyst,80 ,85,82500 ,3.9,Tatum by Randstad,Remote,10000+ Employees,1960.0,Company - Public,HR Consulting,Human Resources & Staffing,$10+ billion (USD),82500 ,Remote,Remote,62.0,analyst,na,0
Data Reporting Analyst,65 ,85,75000 ,4.4,iTalent Digital,Remote,201 to 500 Employees,2005.0,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,75000 ,Remote,Remote,17.0,analyst,na,0
Data Analyst - SQL/Excel,68 ,139,97144 ,4.8,"Ursus, Inc.","Menlo Park, CA",51 to 200 Employees,2015.0,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),97144 ,Menlo Park,CA,7.0,analyst,na,0
Data Analyst + Apprentice (Entry-Level),35 ,45,40000 ,3.3,New Apprenticeship,"Raleigh, NC",1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,40000 ,Raleigh,NC,,analyst,na,0
"Analyst, Product Research, Telematics & Mobility Data Products",62 ,100,81200 ,3.9,Liberty Mutual Insurance,Remote,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),81200 ,Remote,Remote,110.0,analyst,na,0
Data Consultant,41 ,66,53774 ,,NC Rate Bureau,"Raleigh, NC",,,,,,,53774 ,Raleigh,NC,,Unbinned,na,0
Retail Floor Plan Analyst Planograms,25.00 ,27.00,26.00 ,3.8,Bay State Search,Remote,501 to 1000 Employees,2002.0,Company - Private,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),54080,Remote,Remote,20.0,analyst,na,0
Data Analyst,97 ,135,116000 ,3.6,KEYENCE,"Itasca, IL",5001 to 10000 Employees,1974.0,Company - Public,Machinery Manufacturing,Manufacturing,$5 to $10 million (USD),116000 ,Itasca,IL,48.0,analyst,na,0
"Strategy and Data Analyst, Sustainability",79 ,164,113864 ,4.0,Uber,"San Francisco, CA",10000+ Employees,2009.0,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),113864 ,San Francisco,CA,13.0,analyst,na,0
Administrative Assistant / Data Analyst Supporting the DEA,20.58 ,20.58,20.58 ,3.3,FSA Federal,"Cincinnati, OH",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),41600,Cincinnati,OH,18.0,analyst,na,0
RX Google Data Analyst,120 ,120,120000 ,3.9,Talent Nexus for Lorien US (Impellam US),Remote,1001 to 5000 Employees,2008.0,Company - Public,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),120000 ,Remote,Remote,14.0,analyst,na,0
Data Analyst Supporting the DEA,25.29 ,25.29,25.29 ,3.3,FSA Federal,"Quantico, VA",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),52000,Quantico,VA,18.0,analyst,na,0
Master Data Analyst,40.00 ,40.00,40.00 ,3.5,Kelly,"New Brunswick, NJ",5001 to 10000 Employees,1946.0,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),83200,New Brunswick,NJ,76.0,analyst,na,0
Safety Data & Analytics Specialist - Remote,46 ,94,65618 ,2.6,"Trimac Transportation, Inc.","Houston, TX",1001 to 5000 Employees,1945.0,Company - Private,Shipping & Trucking,Transportation & Logistics,$500 million to $1 billion (USD),65618 ,Houston,TX,77.0,specialist,na,0
Customs Compliance Analyst,39 ,69,51933 ,3.6,Primark - US,"Boston, MA",10000+ Employees,1969.0,Subsidiary or Business Segment,"Department, Clothing & Shoe Stores",Retail & Wholesale,$2 to $5 billion (USD),51933 ,Boston,MA,53.0,analyst,na,0
"Remote - Test Data Analyst (SQL queries, ALM, Excel)",50.00 ,55.00,52.50 ,,Compest Solutions Inc,Remote,,,,,,,108160,Remote,Remote,,analyst,na,0
Staff Cybersecurity Analyst (Remote),120 ,210,165000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),165000 ,Atlanta,GA,44.0,analyst,na,0
Saybrus Partners- Data Reporting Analyst,50 ,60,54815 ,3.5,Saybrus Partners,Remote,51 to 200 Employees,2010.0,Company - Private,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),54815 ,Remote,Remote,12.0,analyst,na,0
REMOTE Data Analyst,130 ,150,140000 ,4.1,CyberCoders,"Los Angeles, CA",201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),140000 ,Los Angeles,CA,23.0,analyst,na,0
Junior ESG Data Analyst,38 ,78,58159 ,4.1,Glass Lewis,Georgia,51 to 200 Employees,2003.0,Company - Private,Investment & Asset Management,Financial Services,$10 to $25 million (USD),58159 ,Georgia,Georgia,19.0,analyst,junior,0
Data Reporting Analyst,65 ,85,75000 ,4.4,iTalent Digital,Remote,201 to 500 Employees,2005.0,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,75000 ,Remote,Remote,17.0,analyst,na,0
Junior ESG Data Analyst,38 ,78,58159 ,4.1,Glass Lewis,Georgia,51 to 200 Employees,2003.0,Company - Private,Investment & Asset Management,Financial Services,$10 to $25 million (USD),58159 ,Georgia,Georgia,19.0,analyst,junior,0
Data analyst Level 1,35.00 ,42.00,38.50 ,,"Computer Enterprises, Inc. (CEI)","Cincinnati, OH",Unknown,,Company - Public,,,Unknown / Non-Applicable,79040,Cincinnati,OH,,analyst,na,0
Data Analyst - SQL/Excel,68 ,139,97144 ,4.8,"Ursus, Inc.","Menlo Park, CA",51 to 200 Employees,2015.0,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),97144 ,Menlo Park,CA,7.0,analyst,na,0
Data Analyst - 100% REMOTE,40.00 ,46.00,43.00 ,5.0,SGA,Remote,Unknown,,Company - Public,,,Unknown / Non-Applicable,89440,Remote,Remote,,analyst,na,0
Data Analyst,80 ,85,82500 ,3.9,Tatum by Randstad,Remote,10000+ Employees,1960.0,Company - Public,HR Consulting,Human Resources & Staffing,$10+ billion (USD),82500 ,Remote,Remote,62.0,analyst,na,0
Data Analyst - SQL/Excel,68 ,139,97144 ,4.8,"Ursus, Inc.","Menlo Park, CA",51 to 200 Employees,2015.0,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),97144 ,Menlo Park,CA,7.0,analyst,na,0
Data Analyst,75 ,115,95000 ,,Delta Hire,Remote,Unknown,,Company - Private,,,Unknown / Non-Applicable,95000 ,Remote,Remote,,analyst,na,0
Data Analyst,50.00 ,60.00,55.00 ,,Insight Global,"San Francisco, CA",,,,,,,114400,San Francisco,CA,,analyst,na,0
Data Consultant,41 ,66,53774 ,,NC Rate Bureau,"Raleigh, NC",,,,,,,53774 ,Raleigh,NC,,Unbinned,na,0
Data Analyst + Apprentice (Entry-Level),35 ,45,40000 ,3.3,New Apprenticeship,"Raleigh, NC",1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,40000 ,Raleigh,NC,,analyst,na,0
"Analyst, Product Research, Telematics & Mobility Data Products",62 ,100,81200 ,3.9,Liberty Mutual Insurance,Remote,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),81200 ,Remote,Remote,110.0,analyst,na,0
Retail Floor Plan Analyst Planograms,25.00 ,27.00,26.00 ,3.8,Bay State Search,Remote,501 to 1000 Employees,2002.0,Company - Private,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),54080,Remote,Remote,20.0,analyst,na,0
Data Analyst,97 ,135,116000 ,3.6,KEYENCE,"Itasca, IL",5001 to 10000 Employees,1974.0,Company - Public,Machinery Manufacturing,Manufacturing,$5 to $10 million (USD),116000 ,Itasca,IL,48.0,analyst,na,0
"Strategy and Data Analyst, Sustainability",79 ,164,113864 ,4.0,Uber,"San Francisco, CA",10000+ Employees,2009.0,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),113864 ,San Francisco,CA,13.0,analyst,na,0
Administrative Assistant / Data Analyst Supporting the DEA,20.58 ,20.58,20.58 ,3.3,FSA Federal,"Cincinnati, OH",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),41600,Cincinnati,OH,18.0,analyst,na,0
Safety Data & Analytics Specialist - Remote,46 ,94,65618 ,2.6,"Trimac Transportation, Inc.","Houston, TX",1001 to 5000 Employees,1945.0,Company - Private,Shipping & Trucking,Transportation & Logistics,$500 million to $1 billion (USD),65618 ,Houston,TX,77.0,specialist,na,0
Master Data Analyst,40.00 ,40.00,40.00 ,3.5,Kelly,"New Brunswick, NJ",5001 to 10000 Employees,1946.0,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),83200,New Brunswick,NJ,76.0,analyst,na,0
Master Data Analyst,40.00 ,40.00,40.00 ,3.5,Kelly,"New Brunswick, NJ",5001 to 10000 Employees,1946.0,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),83200,New Brunswick,NJ,76.0,analyst,na,0
Safety Data & Analytics Specialist - Remote,46 ,94,65618 ,2.6,"Trimac Transportation, Inc.","Houston, TX",1001 to 5000 Employees,1945.0,Company - Private,Shipping & Trucking,Transportation & Logistics,$500 million to $1 billion (USD),65618 ,Houston,TX,77.0,specialist,na,0
Customs Compliance Analyst,39 ,69,51933 ,3.6,Primark - US,"Boston, MA",10000+ Employees,1969.0,Subsidiary or Business Segment,"Department, Clothing & Shoe Stores",Retail & Wholesale,$2 to $5 billion (USD),51933 ,Boston,MA,53.0,analyst,na,0
"Remote - Test Data Analyst (SQL queries, ALM, Excel)",50.00 ,55.00,52.50 ,,Compest Solutions Inc,Remote,,,,,,,108160,Remote,Remote,,analyst,na,0
Staff Cybersecurity Analyst (Remote),120 ,210,165000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),165000 ,Atlanta,GA,44.0,analyst,na,0
Saybrus Partners- Data Reporting Analyst,50 ,60,54815 ,3.5,Saybrus Partners,Remote,51 to 200 Employees,2010.0,Company - Private,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),54815 ,Remote,Remote,12.0,analyst,na,0
REMOTE Data Analyst,130 ,150,140000 ,4.1,CyberCoders,"Los Angeles, CA",201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),140000 ,Los Angeles,CA,23.0,analyst,na,0
Data analyst Level 1,35.00 ,42.00,38.50 ,,"Computer Enterprises, Inc. (CEI)","Cincinnati, OH",Unknown,,Company - Public,,,Unknown / Non-Applicable,79040,Cincinnati,OH,,analyst,na,0
Data analyst Level 1,35.00 ,42.00,38.50 ,,"Computer Enterprises, Inc. (CEI)","Cincinnati, OH",Unknown,,Company - Public,,,Unknown / Non-Applicable,79040,Cincinnati,OH,,analyst,na,0
Data Analyst - 100% REMOTE,40.00 ,46.00,43.00 ,5.0,SGA,Remote,Unknown,,Company - Public,,,Unknown / Non-Applicable,89440,Remote,Remote,,analyst,na,0
Data Analyst - SQL/Excel,68 ,139,97144 ,4.8,"Ursus, Inc.","Menlo Park, CA",51 to 200 Employees,2015.0,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),97144 ,Menlo Park,CA,7.0,analyst,na,0
Data Analyst,80 ,85,82500 ,3.9,Tatum by Randstad,Remote,10000+ Employees,1960.0,Company - Public,HR Consulting,Human Resources & Staffing,$10+ billion (USD),82500 ,Remote,Remote,62.0,analyst,na,0
Data Analyst,75 ,115,95000 ,,Delta Hire,Remote,Unknown,,Company - Private,,,Unknown / Non-Applicable,95000 ,Remote,Remote,,analyst,na,0
Data Analyst,50.00 ,60.00,55.00 ,,Insight Global,"San Francisco, CA",,,,,,,114400,San Francisco,CA,,analyst,na,0
